location,class,start,end,lat,long,country,geo_id
U.S.,Literal_Modifier,4685,4689,39.76,-98.5,us,6252001
United States,Literal,409,422,39.76,-98.5,us,6252001
New York,Mixed,347,355,43.00035,-75.4999,us,5128638
London,Literal_Modifier,2506,2512,51.50853,-0.12574,gb,2643743
United States,Literal,210,223,39.76,-98.5,us,6252001
D.C.,Literal,3909,3913,38.91706,-77.00025,us,4138106
WASHINGTON,Mixed,261,271,38.91706,-77.00025,us,4138106
Washington,Literal,2307,2317,38.91706,-77.00025,us,4138106
"Washington, D.C.",Literal,3248,3264,38.91706,-77.00025,us,4138106
New York,Mixed,167,175,43.00035,-75.4999,us,5128638
London,Mixed,2792,2798,51.50853,-0.12574,gb,2643743
