location,class,start,end,lat,long,country,geo_id
Florida,Literal,781,788,28.75054,-82.5001,us,4155751
Louisiana,Literal,2342,2351,31.00047,-92.0004,us,4331987
Nevada,Literal,2353,2359,39.25021,-116.75119,us,5509151
Guam,Literal,2336,2340,13.47861,144.81834,gu,4043988
Alaska,Literal,765,771,64.00028,-150.00028,us,5879092
Hawaii,Literal,773,779,20.78785,-156.38612,us,5855797
Hawaii,Literal,2325,2331,20.78785,-156.38612,us,5855797
Thailand,Literal,2496,2504,15.5,101.0,th,1605651
Minneapolis,Literal,2260,2271,44.97997,-93.26384,us,5037649
Super Bowl 52,Coercion,2243,2256,44.973584,-93.257654,us,
Saipan,Literal,2475,2481,15.21233,145.7545,mp,7828758
Guam,Literal,759,763,13.47861,144.81834,gu,4043988
"Washington, D.C.",Literal,793,809,38.91706,-77.00025,us,4138106
Saipan,Literal,751,757,15.21233,145.7545,mp,7828758
Washington,Literal,730,740,47.50012,-120.50147,us,5815135
Washington,Literal,3519,3529,47.50012,-120.50147,us,5815135
Wash.,Mixed,177,182,47.50012,-120.50147,us,5815135
Washington,Mixed,544,554,47.50012,-120.50147,us,5815135
CAMP MURRAY,Mixed,164,175,47.11565,-122.56429,us,5788939
