location,class,start,end,lat,long,country,geo_id
Hawaii,Literal,2243,2249,20.78785,-156.38612,us,5855797
Hawaii,Literal_Modifier,2593,2599,20.78785,-156.38612,us,5855797
Hawaii,Mixed,1327,1333,20.78785,-156.38612,us,5855797
Hawaii,Mixed,4148,4154,20.78785,-156.38612,us,5855797
Hawaii,Mixed,1124,1130,20.78785,-156.38612,us,5855797
Hawaii,Mixed,1458,1464,20.78785,-156.38612,us,5855797
Hawaii,Literal,1931,1937,20.78785,-156.38612,us,5855797
Maui,Literal_Modifier,3004,3008,20.77024,-156.26816,us,5850862
Oahu,Literal_Modifier,2519,2523,21.43333,-157.96667,us,5851609
Pearl Harbor,Coercion,2425,2437,21.3527,-157.96962,us,5852289
Hawaii,Mixed,5124,5130,20.78785,-156.38612,us,5855797
Hawaii,Mixed,5046,5052,20.78785,-156.38612,us,5855797
Oahu,Literal,2364,2368,21.43333,-157.96667,us,5851609
Hawaii,Mixed,4702,4708,20.78785,-156.38612,us,5855797
Hawaii,Literal,238,244,20.78785,-156.38612,us,5855797
Idaho,Literal,4648,4653,44.5002,-114.25118,us,5596512
Utah,Literal,4628,4632,39.25024,-111.75103,us,5549030
Colorado,Literal,4634,4642,39.00027,-105.50083,us,5417618
Honolulu,Literal,2378,2386,21.30694,-157.85833,us,5856195
Lahaina,Literal,2918,2925,20.87429,-156.67663,us,5849996
Honolulu,Mixed,178,186,21.30694,-157.85833,us,5856195
United States,Literal_Modifier,260,273,39.76,-98.5,us,6252001
Hawaii,Literal,5288,5294,20.78785,-156.38612,us,5855797
Western US,Literal,3884,3894,39.76,-98.5,us,6252001
US,Literal,4344,4346,39.76,-98.5,us,6252001
Canada,Mixed,3948,3954,60.10867,-113.64258,ca,6251999
Japan,Mixed,3938,3943,35.68536,139.75309,jp,1861060
Washington,Literal,4516,4526,47.50012,-120.50147,us,5815135
California,Literal,4502,4512,37.25022,-119.75126,us,5332921
