location,class,start,end,lat,long,country,geo_id
Sweden,Literal,4660,4666,62.0,15.0,se,2661886
Athens,Mixed,4410,4416,37.97945,23.71622,gr,264371
Samos,Literal,3236,3241,37.75744,26.97616,gr,254115
Samos,Literal,3483,3488,37.75744,26.97616,gr,254115
Syria,Literal,767,772,35.0,38.0,sy,163843
Syria,Literal_Modifier,3187,3192,35.0,38.0,sy,163843
Samos,Literal,726,731,37.75744,26.97616,gr,254115
Samos,Literal_Modifier,1691,1696,37.75744,26.97616,gr,254115
Samos,Mixed,2446,2451,37.75744,26.97616,gr,254115
Germany,Literal,4649,4656,51.5,10.5,de,2921044
Iraq,Literal,774,778,33.0,44.0,iq,99237
Iraq,Literal,1221,1225,33.0,44.0,iq,99237
Damascus,Literal,3140,3148,33.5102,36.29128,sy,170654
Turkey,Literal,3845,3851,39.0,35.0,tr,298795
Europe,Literal_Modifier,525,531,48.69096,9.14062,,6255148
Turkey,Literal,427,433,39.0,35.0,tr,298795
Turkey,Literal,1041,1047,39.0,35.0,tr,298795
Greece,Literal,952,958,39.0,22.0,gr,390903
Greek,Literal_Modifier,4456,4461,39.0,22.0,gr,390903
Italy,Literal,416,421,42.83333,12.83333,it,3175395
Greek,Literal_Modifier,497,502,39.0,22.0,gr,390903
Greece,Literal,336,342,39.0,22.0,gr,390903
Afghanistan,Literal,784,795,33.0,66.0,af,1149361
Iraq,Literal,1142,1146,33.0,44.0,iq,99237
