location,class,start,end,lat,long,country,geo_id
London,Literal,1801,1807,51.50853,-0.12574,gb,2643743
London,Literal,3191,3197,51.50853,-0.12574,gb,2643743
Brussels,Literal,869,877,50.85045,4.34878,be,2800866
Berlin,Literal,3006,3012,52.52437,13.41053,de,2950159
London,Literal,339,345,51.50853,-0.12574,gb,2643743
London,Literal_Modifier,808,814,51.50853,-0.12574,gb,2643743
London,Literal,969,975,51.50853,-0.12574,gb,2643743
London,Literal,1046,1052,51.50853,-0.12574,gb,2643743
Schiphol,Literal,1389,1397,52.3103,4.76028,nl,6296680
Schiphol,Mixed,1639,1647,52.3103,4.76028,nl,6296680
Amsterdam,Literal,2993,3002,52.37403,4.88969,nl,2759794
Amsterdam,Literal,3201,3210,52.37403,4.88969,nl,2759794
Amsterdam,Literal,1812,1821,52.37403,4.88969,nl,2759794
Amsterdam,Literal_Modifier,1535,1544,52.37403,4.88969,nl,2759794
Amsterdam,Literal,1143,1152,52.37403,4.88969,nl,2759794
Amsterdam,Literal_Modifier,987,996,52.37403,4.88969,nl,2759794
Amsterdam,Literal,350,359,52.37403,4.88969,nl,2759794
Amsterdam,Literal_Modifier,798,807,52.37403,4.88969,nl,2759794
Amsterdam,Literal,239,248,52.37403,4.88969,nl,2759794
Paris,Literal,1930,1935,48.85341,2.3488,fr,2988507
Paris,Literal,1039,1044,48.85341,2.3488,fr,2988507
Almelo,Literal,3045,3051,52.35667,6.6625,nl,2759887
Hilversum,Literal,3031,3040,52.22333,5.17639,nl,2754064
European,Literal_Modifier,464,472,48.69096,9.14062,,6255148
Lelystad,Literal,1723,1731,52.50833,5.475,nl,2751738
