location,start,end,lat,long,country,geo_id
CHARLESTON,43,53,38.3498,-81.6326,us,4801859
W.Va.,55,60,38.5004,-80.5001,us,4826850
Charleston,83,93,38.3498,-81.6326,us,4801859
Charleston,298,308,38.3498,-81.6326,us,4801859
South Charleston,621,637,38.3684,-81.6996,us,4822764
Charleston,889,899,38.3498,-81.6326,us,4801859
Charleston,1047,1057,38.3498,-81.6326,us,4801859
Charleston,1102,1112,38.3498,-81.6326,us,4801859
Cross Lanes,1174,1185,38.4204,-81.7907,us,4803372
South Charleston,1206,1222,38.3684,-81.6996,us,4822764
