location,start,end,lat,long,country,geo_id
Boone County,47,59,40.0484,-86.4692,us,4918273
Indiana,255,262,40.0003,-86.2503,us,4921868
Boone County,300,312,40.0484,-86.4692,us,4918273
Boone County,482,494,40.0484,-86.4692,us,4918273
Hamilton,641,649,40.0456,-86.0086,us,4921085
Hendricks,662,671,39.7606,-86.5264,us,4258778
Marion,686,692,39.7684,-86.1555,us,4260977
Montgomery County,707,724,40.0412,-86.8745,us,4923741
Clinton,743,750,40.2795,-86.5108,us,4919127
Boone County,766,778,40.0484,-86.4692,us,4918273
Boone County,916,928,40.0484,-86.4692,us,4918273
Indiana,960,967,40.0003,-86.2503,us,4921868
Indiana,1247,1254,40.0003,-86.2503,us,4921868
Indiana,1595,1602,40.0003,-86.2503,us,4921868
Indiana,1836,1843,40.0003,-86.2503,us,4921868
Illinois,1943,1951,40.0003,-89.2504,us,4896861
Ohio,2013,2017,40.2503,-83.0002,us,5165418
Kentucky,2058,2066,38.2004,-84.8776,us,6254925
Michigan,2104,2112,44.2503,-85.5003,us,5001836
