location,start,end,lat,long,country,geo_id
KANSAS CITY,36,47,39.0997,-94.5786,us,4393217
Mo.,49,52,38.2503,-92.5005,us,4398678
Kansas,78,84,38.5003,-98.5006,us,4273857
Kansas,204,210,38.5003,-98.5006,us,4273857
Hutchinson,246,256,38.0608,-97.9298,us,4273299
Marion County,450,463,38.4,-97.1503,us,4275073
Riley County,814,826,39.3333,-96.7003,us,4278061
Kansas,1473,1479,38.5003,-98.5006,us,4273857
Kansas City,1643,1654,39.0997,-94.5786,us,4393217
Anderson County,1730,1745,38.2,-95.2836,us,4267572
Kansas,1798,1804,38.5003,-98.5006,us,4273857
Kansas,2011,2017,38.5003,-98.5006,us,4273857
Kansas,2194,2200,38.5003,-98.5006,us,4273857
Pratt,2229,2234,37.6439,-98.7376,us,4277752
Dodge City,2421,2431,37.7528,-100.017,us,5445298
Kansas,2684,2690,38.5003,-98.5006,us,4273857
Kansas,2830,2836,38.5003,-98.5006,us,4273857
Kansas,2913,2919,38.5003,-98.5006,us,4273857
U.S.,3010,3014,39.76,-98.5,us,6252001
U.S.,3058,3062,39.76,-98.5,us,6252001
Garden City,3079,3090,37.9717,-100.873,us,5445439
U.S.,3112,3116,39.76,-98.5,us,6252001
Dodge City,3128,3138,37.7528,-100.017,us,5445298
Pratt County,3224,3236,37.65,-98.7337,us,4277733
Pratt,3283,3288,37.6439,-98.7376,us,4277752
Hutchinson,3358,3368,38.0608,-97.9298,us,4273299
Harvey,3467,3473,38.05,-97.4336,us,4272705
Harper,3475,3481,37.2,-98.0837,us,4272662
Kingman,3486,3493,37.5667,-98.1337,us,4273980
Kansas,3634,3640,38.5003,-98.5006,us,4273857
Dodge City,3792,3802,37.7528,-100.017,us,5445298
Great Bend,3804,3814,38.3645,-98.7648,us,4272340
Hutchinson,3816,3826,38.0608,-97.9298,us,4273299
Kingman,3828,3835,37.6458,-98.1137,us,4273978
Larned,3837,3843,38.1806,-99.0987,us,4274249
Pratt,3845,3850,37.6439,-98.7376,us,4277752
Wichita,3860,3867,37.6922,-97.3375,us,4281730
