location,start,end,lat,long,country,geo_id
Ohio,24,28,40.2503,-83.0002,us,5165418
Ohio,74,78,40.2503,-83.0002,us,5165418
Butler County,190,203,39.4501,-84.5666,us,4507568
Ohio,277,281,40.2503,-83.0002,us,5165418
Monroe,389,395,39.4403,-84.3622,us,4518550
Trenton,397,404,39.4809,-84.4577,us,4526469
Seven Mile,409,419,39.4801,-84.5519,us,4524401
U.S.,524,528,39.76,-98.5,us,6252001
Middletown,831,841,39.5151,-84.3983,us,4518264
Trenton,843,850,39.4809,-84.4577,us,4526469
Monroe,855,861,39.4403,-84.3622,us,4518550
Ohio,1391,1395,40.2503,-83.0002,us,5165418
Monroe,1515,1521,39.4403,-84.3622,us,4518550
Monroe,1786,1792,39.4403,-84.3622,us,4518550
St. Clair Twp.,1840,1854,39.4351,-84.5466,us,4523236
Madison Twp.,1856,1868,39.5384,-84.4152,us,4517401
Trenton,1870,1877,39.4809,-84.4577,us,4526469
Monroe,1881,1887,39.4403,-84.3622,us,4518550
Trenton,2073,2080,39.4809,-84.4577,us,4526469
Monroe,2086,2092,39.4403,-84.3622,us,4518550
