location,start,end,lat,long,country,geo_id
Jeffersonville,21,35,38.2776,-85.7372,us,4259671
JEFFERSONVILLE,47,61,38.2776,-85.7372,us,4259671
Ind.,63,67,40.0003,-86.2503,us,4921868
Evansville,129,139,37.9748,-87.5558,us,4257227
Jeffersonville,155,169,38.2776,-85.7372,us,4259671
American,292,300,39.76,-98.5,us,6252001
Louisville,340,350,38.2542,-85.7594,us,4299276
Ky.,352,355,38.2004,-84.8776,us,6254925
Jeffersonville,403,417,38.2776,-85.7372,us,4259671
Normandy,620,628,49,0,fr,2990109
Europe,658,664,48.691,9.14062,,6255148
