location,start,end,lat,long,country,geo_id
Jackson County,377,391,43.6255,-94.8747,us,5031682
Montgomery,544,554,44.4389,-93.5813,us,5038035
Watertown,662,671,44.9636,-93.8472,us,5052016
Watertown,1326,1335,44.9636,-93.8472,us,5052016
Watertown,1567,1576,44.9636,-93.8472,us,5052016
Watertown,3095,3104,44.9636,-93.8472,us,5052016
Delano,4258,4264,45.0419,-93.7891,us,5024138
Watertown,4302,4311,44.9636,-93.8472,us,5052016
America,5093,5100,39.76,-98.5,us,6252001
Watertown,5103,5112,44.9636,-93.8472,us,5052016
Montgomery,6854,6864,44.4389,-93.5813,us,5038035
Scott County,6942,6954,44.6333,-93.5008,us,5046749
St. Paul,7067,7075,44.9444,-93.0933,us,5045360
Plainview,7207,7216,44.165,-92.1716,us,5041791
Elgin,7217,7222,44.1302,-92.2516,us,5025420
Rochester,7305,7314,44.0216,-92.4699,us,5043473
Delano,8167,8173,45.0419,-93.7891,us,5024138
