location,start,end,lat,long,country,geo_id
EU,14,16,50.8386,4.37599,,6695072
Palestinians,262,274,31.9216,35.2033,ps,6254930
European Union,294,308,50.8386,4.37599,,6695072
Israel,473,479,31.5,34.75,il,294640
Europe,484,490,48.691,9.14062,,6255148
European,513,521,48.691,9.14062,,6255148
Israeli,902,909,31.5,34.75,il,294640
Egyptian,910,918,27,30,eg,357994
Egyptian,937,945,27,30,eg,357994
Israel,1000,1006,31.5,34.75,il,294640
Israel,1111,1117,31.5,34.75,il,294640
Prague,1521,1527,50.0878,14.4241,cz,3067696
Czech Republic,1632,1646,49.75,15,cz,3077311
Czechs,1652,1658,49.75,15,cz,3077311
European Union,1692,1706,50.8386,4.37599,,6695072
Jerusalem,1765,1774,31.7667,35.2333,il,281184
