location,start,end,lat,long,country,geo_id
Walker County,47,60,30.7335,-95.5669,us,4739690
Huntsville,121,131,30.7235,-95.5508,us,4699540
Walker County,159,172,30.7335,-95.5669,us,4739690
Walker County,239,252,30.7335,-95.5669,us,4739690
Huntsville,339,349,30.7235,-95.5508,us,4699540
Huntsville,590,600,30.7235,-95.5508,us,4699540
Huntsville,853,863,30.7235,-95.5508,us,4699540
Huntsville,1109,1119,30.7235,-95.5508,us,4699540
Walker County,1952,1965,30.7335,-95.5669,us,4739690
Walker County,2435,2448,30.7335,-95.5669,us,4739690
