location,start,end,lat,long,country,geo_id
London,19,25,42.9834,-81.233,ca,6058560
London,151,157,42.9834,-81.233,ca,6058560
Uplands,231,238,43.0334,-81.2831,ca,6172092
Ontario,260,267,49.2501,-84.4998,ca,6093943
London,593,599,42.9834,-81.233,ca,6058560
London,751,757,42.9834,-81.233,ca,6058560
Quebec City,1063,1074,46.8123,-71.2145,ca,6325494
Nanjing,1079,1086,32.0617,118.778,cn,1799962
China,1088,1093,35,105,cn,1814991
Nanjing,1193,1200,32.0617,118.778,cn,1799962
Beijing,1229,1236,40.25,116.5,cn,2038349
Londoner,1310,1318,42.9834,-81.233,ca,6058560
