location,start,end,lat,long,country,geo_id
Sochi,25,30,43.6,39.7303,ru,491422
Sochi,143,148,43.6,39.7303,ru,491422
Black Sea,178,187,43,35,,6640396
Nice,213,217,43.7,7.25,fr,2990440
Russia,221,227,60,100,ru,2017370
Russia,302,308,60,100,ru,2017370
Sochi,457,462,43.6,39.7303,ru,491422
Nice,481,485,43.7,7.25,fr,2990440
Russia,489,495,60,100,ru,2017370
Moscow,579,585,55.7522,37.6156,ru,524901
Sochi,653,658,43.6,39.7303,ru,491422
Sochi,705,710,43.6,39.7303,ru,491422
Russia,1509,1515,60,100,ru,2017370
EU,1519,1521,50.8386,4.37599,,6695072
Moscow,1660,1666,55.7522,37.6156,ru,524901
Sochi,1745,1750,43.6,39.7303,ru,491422
Britain,1978,1985,54,-4,gb,2635167
London,2057,2063,51.5084,-0.125533,gb,2643743
Russia,2168,2174,60,100,ru,2017370
Sochi,2193,2198,43.6,39.7303,ru,491422
