location,start,end,lat,long,country,geo_id
Lamar County,0,12,33.6668,-95.5836,us,4705086
Paris,38,43,33.6609,-95.5555,us,4717560
Roxton,48,54,33.5462,-95.7258,us,4724202
Lamar County,146,158,33.6668,-95.5836,us,4705086
Howland,189,196,33.5332,-95.6388,us,4699219
Paris,198,203,33.6609,-95.5555,us,4717560
Roxton,296,302,33.5462,-95.7258,us,4724202
Texas,401,406,31.2504,-99.2506,us,4736286
Sun Valley,599,609,33.6646,-95.4283,us,4734964
Toco,614,618,33.6548,-95.6461,us,4737005
Sun Valley,686,696,33.6646,-95.4283,us,4734964
Toco,765,769,33.6548,-95.6461,us,4737005
Texas,882,887,31.2504,-99.2506,us,4736286
Paris,1425,1430,33.6609,-95.5555,us,4717560
