location,start,end,lat,long,country,geo_id
ATLANTA,38,45,33.749,-84.388,us,4180439
Georgia,111,118,32.7504,-83.5002,us,4197000
Georgia,1113,1120,32.7504,-83.5002,us,4197000
Arizona,1447,1454,34.5003,-111.501,us,5551752
Chicago,1567,1574,41.85,-87.6501,us,4887398
Georgia,1996,2003,32.7504,-83.5002,us,4197000
Rochester,2458,2467,43.1548,-77.6156,us,5134086
Oregon,2487,2493,44.0001,-120.501,us,5744337
Washington,2498,2508,47.5001,-120.501,us,5815135
Georgia,3152,3159,32.7504,-83.5002,us,4197000
