location,start,end,lat,long,country,geo_id
Dublin,120,126,40.0992,-83.1141,us,5152333
Dublin,510,516,40.0992,-83.1141,us,5152333
Toronto,1086,1093,43.7001,-79.4163,ca,6167865
Ontario,1095,1102,49.2501,-84.4998,ca,6093943
Canada,1104,1110,60,-96,ca,6251999
Coffman Park,1780,1792,40.1048,-83.1355,us,5150700
Dublin,1994,2000,40.0992,-83.1141,us,5152333
Dublin,2256,2262,40.0992,-83.1141,us,5152333
Jerome Township,2496,2511,40.1414,-83.238,us,4833360
Dublin,2822,2828,40.0992,-83.1141,us,5152333
Dublin,3086,3092,40.0992,-83.1141,us,5152333
Cuyahoga Falls,3434,3448,41.1339,-81.4846,us,5151613
Dublin,3828,3834,40.0992,-83.1141,us,5152333
