location,start,end,lat,long,country,geo_id
CARTHAGE,48,56,35.346,-79.417,us,4459426
N.C.,58,62,35.5007,-80.0003,us,4482348
North Carolina,155,169,35.5007,-80.0003,us,4482348
Carthage,275,283,35.346,-79.417,us,4459426
Raleigh,949,956,35.7721,-78.6386,us,4487042
North Carolina,960,974,35.5007,-80.0003,us,4482348
Carthage,1485,1493,35.346,-79.417,us,4459426
Moore County,1739,1751,35.3002,-79.4831,us,4480053
Alabama,3481,3488,32.7504,-86.7503,us,4829764
Germany,3578,3585,51.5,10.5,de,2921044
