location,start,end,lat,long,country,geo_id
Erie,19,23,42.9001,-80.0163,ca,5949221
London,25,31,42.9834,-81.233,ca,6058560
Erie,100,104,42.9001,-80.0163,ca,5949221
Sarnia,408,414,42.9668,-82.3831,ca,6141190
London,443,449,42.9834,-81.233,ca,6058560
Erie,655,659,42.9001,-80.0163,ca,5949221
London,849,855,42.9834,-81.233,ca,6058560
Erie,869,873,42.9001,-80.0163,ca,5949221
London,908,914,42.9834,-81.233,ca,6058560
Brampton,1082,1090,43.6834,-79.7663,ca,5907364
Erie,1179,1183,42.9001,-80.0163,ca,5949221
