location,start,end,lat,long,country,geo_id
XENIA,139,144,39.6848,-83.9296,us,4528810
Georgia,213,220,32.7504,-83.5002,us,4197000
Greene County,436,449,39.6834,-83.8999,us,4513280
Yellow Springs,561,575,39.8064,-83.8869,us,4528866
Greene County,854,867,39.6834,-83.8999,us,4513280
Arizona,1156,1163,34.5003,-111.501,us,5551752
California,1168,1178,37.2502,-119.751,us,5332921
Columbus,1358,1366,39.9612,-82.9988,us,4509177
Yellow Springs,1370,1384,39.8064,-83.8869,us,4528866
Canal Winchester,1499,1515,39.8428,-82.8046,us,4507883
Ohio,1517,1521,40.2503,-83.0002,us,5165418
Columbus,1527,1535,39.9612,-82.9988,us,4509177
Columbus,1715,1723,39.9612,-82.9988,us,4509177
Atlanta,1850,1857,33.749,-84.388,us,4180439
Greene County,1997,2010,39.6834,-83.8999,us,4513280
Atlanta,2123,2130,33.749,-84.388,us,4180439
Florida,2135,2142,28.7505,-82.5001,us,4155751
