location,start,end,lat,long,country,geo_id
Laurel County,424,437,37.1334,-84.1333,us,4297480
Kentucky,509,517,38.2004,-84.8776,us,6254925
Laurel County,656,669,37.1334,-84.1333,us,4297480
Laurel County,1623,1636,37.1334,-84.1333,us,4297480
Kentucky,1764,1772,38.2004,-84.8776,us,6254925
Clark County,2868,2880,37.9834,-84.2666,us,4287837
Clark County,3220,3232,37.9834,-84.2666,us,4287837
Kentucky,3740,3748,38.2004,-84.8776,us,6254925
London,4226,4232,37.129,-84.0833,us,4298960
Laurel County,4404,4417,37.1334,-84.1333,us,4297480
Kentucky,5185,5193,38.2004,-84.8776,us,6254925
Kentucky,5585,5593,38.2004,-84.8776,us,6254925
Laurel County,5646,5659,37.1334,-84.1333,us,4297480
