location,start,end,lat,long,country,geo_id
Florida,54,61,28.7505,-82.5001,us,4155751
Atlas Mountains,142,157,32,-2,dz,2556769
Africa,209,215,7.1881,21.0938,,6255146
Morocco,219,226,32,-5,ma,2542007
Tunisia,228,235,34,9,tn,2464461
Kentucky,484,492,38.2004,-84.8776,us,6254925
Kentucky,516,524,38.2004,-84.8776,us,6254925
Laurel County,659,672,37.1334,-84.1333,us,4297480
Laurel County,1251,1264,37.1334,-84.1333,us,4297480
London,1564,1570,37.129,-84.0833,us,4298960
Laurel County,1921,1934,37.1334,-84.1333,us,4297480
