location,start,end,lat,long,country,geo_id
Czech,0,5,49.75,15,cz,3077311
Czech,62,67,49.75,15,cz,3077311
Israeli,105,112,31.5,34.75,il,294640
EU,129,131,50.8386,4.37599,,6695072
Israel,132,138,31.5,34.75,il,294640
Czech,198,203,49.75,15,cz,3077311
Israeli,306,313,31.5,34.75,il,294640
Jerusalem,361,370,31.7667,35.2333,il,281184
Gaza,390,394,31.5,34.4667,ps,281133
Israeli,487,494,31.5,34.75,il,294640
Czech,590,595,49.75,15,cz,3077311
EU,621,623,50.8386,4.37599,,6695072
Israel,624,630,31.5,34.75,il,294640
EU,665,667,50.8386,4.37599,,6695072
Israel,832,838,31.5,34.75,il,294640
Europe,843,849,48.691,9.14062,,6255148
Palestinians,1120,1132,31.9216,35.2033,ps,6254930
Israeli,1197,1204,31.5,34.75,il,294640
Egyptian,1205,1213,27,30,eg,357994
Egyptian,1232,1240,27,30,eg,357994
Israel,1295,1301,31.5,34.75,il,294640
Israel,1406,1412,31.5,34.75,il,294640
Prague,1810,1816,50.0878,14.4241,cz,3067696
Czech Republic,1904,1918,49.75,15,cz,3077311
Czechs,1924,1930,49.75,15,cz,3077311
European Union,1964,1978,50.8386,4.37599,,6695072
Jerusalem,2037,2046,31.7667,35.2333,il,281184
