location,start,end,lat,long,country,geo_id
Gainesville,18,29,33.6259,-97.1333,us,4692746
Gainesville,65,76,33.6259,-97.1333,us,4692746
Texas,225,230,31.2504,-99.2506,us,4736286
Florida,235,242,28.7505,-82.5001,us,4155751
Texas,949,954,31.2504,-99.2506,us,4736286
Vietnam,1083,1090,16.1667,107.833,vn,1562822
Aleutian Islands,1357,1373,52.0969,-173.501,us,5879148
Italy,1406,1411,42.8333,12.8333,it,3175395
Russia,1429,1435,60,100,ru,2017370
U.S.,1627,1631,39.76,-98.5,us,6252001
U.S.,1652,1656,39.76,-98.5,us,6252001
China,1683,1688,35,105,cn,1814991
Canada,1690,1696,60,-96,ca,6251999
Britian,1698,1705,54,-4,gb,2635167
China,1798,1803,35,105,cn,1814991
Japan,1837,1842,36,138,jp,1861060
American,1851,1859,39.76,-98.5,us,6252001
Chinese,1883,1890,35,105,cn,1814991
Chinese,2016,2023,35,105,cn,1814991
Texan,2194,2199,31.2504,-99.2506,us,4736286
Chinese,2432,2439,35,105,cn,1814991
Lindsay,2949,2956,33.6359,-97.2228,us,4706431
Thackerville,2977,2989,33.7934,-97.1431,us,4552910
Okla.,2991,2996,35.5003,-97.5006,us,4544379
