location,start,end,lat,long,country,geo_id
CHARLESTON,48,58,38.3498,-81.6326,us,4801859
W.Va.,60,65,38.5004,-80.5001,us,4826850
Lewisburg,69,78,37.8018,-80.4456,us,4812015
Oregon,770,776,44.0001,-120.501,us,5744337
Virginia,780,788,37.5481,-77.4467,us,6254928
W. Va.,810,816,38.5004,-80.5001,us,4826850
U.S.,923,927,39.76,-98.5,us,6252001
Americans,1194,1203,39.76,-98.5,us,6252001
West Virginia,1438,1451,38.5004,-80.5001,us,4826850
Canaan Valley,1789,1802,39.1348,-79.4045,us,4801335
Greenbrier,1898,1908,37.9501,-80.4165,us,4807600
Pocahontas County,1909,1926,38.3168,-80.0331,us,4818700
Anthony Creek,1983,1996,37.8918,-80.3262,us,4797311
Lewisburg,2046,2055,37.8018,-80.4456,us,4812015
Williams,2160,2168,38.3851,-80.5134,us,4827317
Cranberry,2173,2182,38.2996,-80.6137,us,4803201
Virginia,2803,2811,37.5481,-77.4467,us,6254928
Mount Hood,2889,2899,45.3735,-121.696,us,5731780
Oregon,2925,2931,44.0001,-120.501,us,5744337
Pictured Rocks National Lakeshore,2940,2973,46.5611,-86.3282,us,5005601
Michigan,2977,2985,44.2503,-85.5003,us,5001836
Utah,2990,2994,39.2502,-111.751,us,5549030
Zion National Park,2997,3015,37.3,-113.051,us,5550114
Rocky Mountain National Park,3023,3051,40.3333,-105.709,us,5581493
Colorado,3055,3063,39.0003,-105.501,us,5417618
