location,start,end,lat,long,country,geo_id
Arlington,0,9,32.7357,-97.1081,us,4671240
Ohio,184,188,40.2503,-83.0002,us,5165418
Cancun,477,483,21.1743,-86.8466,mx,3531673
Arlington,638,647,32.7357,-97.1081,us,4671240
Tarrant County,687,701,32.7668,-97.3003,us,4735638
Wintersville,1133,1145,40.3753,-80.7037,us,5177162
Ohio,1147,1151,40.2503,-83.0002,us,5165418
Arlington,1180,1189,32.7357,-97.1081,us,4671240
Fort Worth,1376,1386,32.7254,-97.3208,us,4691930
Texas,1423,1428,31.2504,-99.2506,us,4736286
Grand Prairie,1497,1510,32.746,-96.9978,us,4694482
Texas,1829,1834,31.2504,-99.2506,us,4736286
Texas,1874,1879,31.2504,-99.2506,us,4736286
