location,start,end,lat,long,country,geo_id
New London,9,19,40.927,-91.3996,us,4868768
New London,46,56,40.927,-91.3996,us,4868768
New Londoners,120,133,40.927,-91.3996,us,4868768
Mt. Pleasant,623,635,40.9636,-91.5579,us,4868205
New London,1261,1271,40.927,-91.3996,us,4868768
New London,1468,1478,40.927,-91.3996,us,4868768
New London,1730,1740,40.927,-91.3996,us,4868768
New London,1820,1830,40.927,-91.3996,us,4868768
Winfield,1886,1894,41.1231,-91.4413,us,4882211
New London,2164,2174,40.927,-91.3996,us,4868768
New London,2405,2415,40.927,-91.3996,us,4868768
