location,start,end,lat,long,country,geo_id
Gaza,39,43,31.5,34.4667,ps,281133
Gaza,135,139,31.5,34.4667,ps,281133
Israeli,234,241,31.5,34.75,il,294640
Gaza,287,291,31.5,34.4667,ps,281133
Gaza,383,387,31.5,34.4667,ps,281133
Gaza,484,488,31.5,34.4667,ps,281133
Americans,516,525,39.76,-98.5,us,6252001
Israel,559,565,31.5,34.75,il,294640
Gaza,665,669,31.5,34.4667,ps,281133
US,746,748,39.76,-98.5,us,6252001
Israel,800,806,31.5,34.75,il,294640
Egypt,811,816,27,30,eg,357994
Gaza,842,846,31.5,34.4667,ps,281133
