location,start,end,lat,long,country,geo_id
St. Marys River,27,42,30.723,-81.4948,us,4220668
St. Marys,44,53,30.7305,-81.5465,us,4220629
St. Marys River,69,84,30.723,-81.4948,us,4220668
St. Marys,187,196,30.723,-81.4948,us,4220668
St. Marys River,361,376,30.723,-81.4948,us,4220668
St. Marys River,470,485,30.723,-81.4948,us,4220668
Camden,797,803,30.9502,-81.6665,us,4185838
Charlton,808,816,30.8336,-82.1332,us,4187348
Georgia,829,836,32.7504,-83.5002,us,4197000
Nassau,841,847,30.6461,-81.7915,us,4165603
Baker,852,857,30.3336,-82.2915,us,4146548
Florida,870,877,28.7505,-82.5001,us,4155751
Charlton County,1142,1157,30.8336,-82.1332,us,4187348
