location,start,end,lat,long,country,geo_id
Russian,0,7,60,100,ru,2017370
American,8,16,39.76,-98.5,us,6252001
BAIKONUR,51,59,45.6167,63.3167,kz,1521368
Kazakhstan,61,71,48,68,kz,1522867
Russian,101,108,60,100,ru,2017370
American,109,117,39.76,-98.5,us,6252001
U.S,127,130,39.76,-98.5,us,6252001
Russian,235,242,60,100,ru,2017370
Baikonur,282,290,45.6167,63.3167,kz,1521368
Kazakhstan,384,394,48,68,kz,1522867
Russian,502,509,60,100,ru,2017370
American,540,548,39.76,-98.5,us,6252001
Swedish,1004,1011,62,15,se,2661886
Russian,1492,1499,60,100,ru,2017370
U.S.,1512,1516,39.76,-98.5,us,6252001
