location,start,end,lat,long,country,geo_id
Florida,52,59,28.7505,-82.5001,us,4155751
Florida,1039,1046,28.7505,-82.5001,us,4155751
Sunrise,1665,1672,26.134,-80.1131,us,4174402
Florida,2986,2993,28.7505,-82.5001,us,4155751
Philadelphia,3140,3152,39.9523,-75.1638,us,4560349
Florida,3663,3670,28.7505,-82.5001,us,4155751
Tampa,3917,3922,27.9475,-82.4584,us,4174757
Orlando,3924,3931,28.5383,-81.3792,us,4167147
Jacksonville,3933,3945,30.3322,-81.6556,us,4160021
Tallahassee,3947,3958,30.4383,-84.2807,us,4174715
Pensacola,3960,3969,30.4213,-87.2169,us,4168228
Panama City,3971,3982,30.1588,-85.6602,us,4167694
Gainesville,3987,3998,29.6516,-82.3248,us,4156404
