location,start,end,lat,long,country,geo_id
Latvian,33,40,57,25,lv,458258
Latvian,89,96,57,25,lv,458258
Svaneti,152,159,43,42.75,ge,611804
Latvians,165,173,57,25,lv,458258
Svaneti,256,263,43,42.75,ge,611804
Ushba,326,331,43.1225,42.6578,ge,611259
Georgian,617,625,42,43.5,ge,614540
Ushba,715,720,43.1225,42.6578,ge,611259
Caucasus,840,848,42.5,45,ge,573081
Georgian,1064,1072,42,43.5,ge,614540
Ushba,1090,1095,43.1225,42.6578,ge,611259
Georgian,1227,1235,42,43.5,ge,614540
Latvians,1707,1715,57,25,lv,458258
