location,start,end,lat,long,country,geo_id
America,18,25,39.76,-98.5,us,6252001
Alexandria,57,67,38.8048,-77.0469,us,4744091
Denver,477,483,39.7392,-104.985,us,5419384
Indianapolis,485,497,39.7684,-86.158,us,4259418
Louisville,499,509,38.2542,-85.7594,us,4299276
Ky.,511,514,38.2004,-84.8776,us,6254925
New Haven,516,525,41.3082,-72.9282,us,4839366
Conn.,527,532,41.667,-72.6665,us,4831725
Sioux Falls,534,545,43.55,-96.7003,us,5231851
S.D.,547,551,44.5003,-100.251,us,5769223
Surprise,556,564,33.6306,-112.333,us,5316428
Ariz.,566,571,34.5003,-111.501,us,5551752
Alexandria,757,767,38.8048,-77.0469,us,4744091
Indianapolis,815,827,39.7684,-86.158,us,4259418
Louisville,829,839,38.2542,-85.7594,us,4299276
New Haven,841,850,41.3082,-72.9282,us,4839366
Sioux Falls,855,866,43.55,-96.7003,us,5231851
