location,start,end,lat,long,country,geo_id
CAMBRIDGE,42,51,52.2,0.116667,gb,2653941
Cherry Hinton,258,271,52.1833,0.183333,gb,2653242
Flumeri,440,447,41.0778,15.1477,it,3176901
Italy,460,465,42.8333,12.8333,it,3175395
England,553,560,52.1605,-0.703125,gb,6269131
Kentford,648,656,52.2667,0.5,gb,2645795
Newmarket,663,672,52.25,0.416667,gb,2641616
Cambridge,694,703,52.2,0.116667,gb,2653941
Cambridge,865,874,52.2,0.116667,gb,2653941
Cambridge,1003,1012,52.2,0.116667,gb,2653941
Cambridge,1068,1077,52.2,0.116667,gb,2653941
Chesterton,1100,1110,52.2167,0.133333,gb,2653218
