location,start,end,lat,long,country,geo_id
WASHINGTON,50,60,38.8951,-77.0364,us,4140963
Calif,676,681,37.2502,-119.751,us,5332921
Ohio,1332,1336,40.2503,-83.0002,us,5165418
Connecticut,3135,3146,41.667,-72.6665,us,4831725
New York,3998,4006,43.0003,-75.4999,us,5128638
N.D.,4790,4794,47.5003,-100.001,us,5690763
Montana,4971,4978,47.0002,-109.751,us,5667009
Iowa,5079,5083,42.0003,-93.5005,us,4862182
New York,5157,5165,43.0003,-75.4999,us,5128638
N.Y.,6291,6295,43.0003,-75.4999,us,5128638
