location,start,end,lat,long,country,geo_id
Kentucky,252,260,38.2004,-84.8776,us,6254925
Rockcastle County,872,889,37.3668,-84.3166,us,4306470
U.S.,1156,1160,39.76,-98.5,us,6252001
Illinois,1787,1795,40.0003,-89.2504,us,4896861
Illinois,1892,1900,40.0003,-89.2504,us,4896861
California,2442,2452,37.2502,-119.751,us,5332921
New York,3072,3080,43.0003,-75.4999,us,5128638
New York,3273,3281,43.0003,-75.4999,us,5128638
Manhattan,3372,3381,40.7834,-73.9662,us,5128594
New York City,3525,3538,40.7143,-74.006,us,5128581
Madison County,4359,4373,37.7334,-84.2999,us,4299665
Kentucky,4583,4591,38.2004,-84.8776,us,6254925
Louisville,4630,4640,38.2542,-85.7594,us,4299276
Kentucky,4692,4700,38.2004,-84.8776,us,6254925
Richmond,4746,4754,37.7479,-84.2947,us,4305974
