location,start,end,lat,long,country,geo_id
CORSICANA,41,50,32.0954,-96.4689,us,4683462
Henderson County,55,71,32.2002,-95.8336,us,4697070
Navarro County,180,194,32.0502,-96.4669,us,4713849
Gun Barrel City,252,267,32.3346,-96.1514,us,4695535
Kaufman County,1120,1134,32.6001,-96.3003,us,4702735
U.S.,1723,1727,39.76,-98.5,us,6252001
Kaufman County,2194,2208,32.6001,-96.3003,us,4702735
Kaufman County,2278,2292,32.6001,-96.3003,us,4702735
Navarro County,2402,2416,32.0502,-96.4669,us,4713849
Corsicana,2454,2463,32.0954,-96.4689,us,4683462
Navarro,2681,2688,32.0502,-96.4669,us,4713849
