location,start,end,lat,long,country,geo_id
Jerusalem,32,41,31.7667,35.2333,il,281184
Palestinian,45,56,31.9216,35.2033,ps,6254930
Jerusalem,118,127,31.7667,35.2333,il,281184
Jerusalem,256,265,31.7667,35.2333,il,281184
Jerusalem,345,354,31.7667,35.2333,il,281184
Israel,406,412,31.5,34.75,il,294640
Israel,484,490,31.5,34.75,il,294640
Israeli,511,518,31.5,34.75,il,294640
Israeli,589,596,31.5,34.75,il,294640
Israel,817,823,31.5,34.75,il,294640
Jerusalem,863,872,31.7667,35.2333,il,281184
Palestinians,995,1007,31.9216,35.2033,ps,6254930
Israel,1048,1054,31.5,34.75,il,294640
Israel,1108,1114,31.5,34.75,il,294640
Palestinian,1142,1153,31.9216,35.2033,ps,6254930
Jerusalem,1163,1172,31.7667,35.2333,il,281184
Palestinian,1194,1205,31.9216,35.2033,ps,6254930
Jerusalem,1272,1281,31.7667,35.2333,il,281184
Palestinian,1358,1369,31.9216,35.2033,ps,6254930
Palestinian,1592,1603,31.9216,35.2033,ps,6254930
Jerusalem,1686,1695,31.7667,35.2333,il,281184
