location,start,end,lat,long,country,geo_id
Palestinian,22,33,31.9216,35.2033,ps,6254930
West Bank,56,65,31.6667,35.25,ps,285153
Palestinian,87,98,31.9216,35.2033,ps,6254930
Israel,188,194,31.5,34.75,il,294640
West Bank,231,240,31.6667,35.25,ps,285153
Jenin,456,461,32.4564,35.2958,ps,283506
Israel,503,509,31.5,34.75,il,294640
Palestinian,537,548,31.9216,35.2033,ps,6254930
Jenin,856,861,32.4564,35.2958,ps,283506
Palestinians,948,960,31.9216,35.2033,ps,6254930
Palestinian,1183,1194,31.9216,35.2033,ps,6254930
Jenin,1311,1316,32.4564,35.2958,ps,283506
Palestinians,1358,1370,31.9216,35.2033,ps,6254930
Israel,1446,1452,31.5,34.75,il,294640
Israel,1617,1623,31.5,34.75,il,294640
Jenin,2099,2104,32.4564,35.2958,ps,283506
