location,start,end,lat,long,country,geo_id
Pennsylvania,228,240,40.2725,-76.9057,us,6254927
Medina,517,523,41.1384,-81.8637,us,5162512
Ohio,525,529,40.2503,-83.0002,us,5165418
Pennsylvania,1194,1206,40.2725,-76.9057,us,6254927
Fowlerville,1822,1833,42.6606,-84.073,us,4993272
Mich.,1835,1840,44.2503,-85.5003,us,5001836
Hudson,2834,2840,41.2401,-81.4407,us,5158164
Ohio,2842,2846,40.2503,-83.0002,us,5165418
Akron,3130,3135,41.0814,-81.519,us,5145476
Ohio,3137,3141,40.2503,-83.0002,us,5165418
Pennsylvania,3423,3435,40.2725,-76.9057,us,6254927
Cleveland,3588,3597,41.4995,-81.6954,us,5150529
Canton,4053,4059,40.7989,-81.3784,us,5149222
Ohio,4061,4065,40.2503,-83.0002,us,5165418
Medina,4619,4625,41.1384,-81.8637,us,5162512
Ohio,4627,4631,40.2503,-83.0002,us,5165418
Pennsylvania,4763,4775,40.2725,-76.9057,us,6254927
