location,start,end,lat,long,country,geo_id
Ontario,29,36,49.2501,-84.4998,ca,6093943
Woodstock,104,113,43.1334,-80.7497,ca,6184365
Ontario,260,267,49.2501,-84.4998,ca,6093943
Oxford,567,573,43.1334,-80.833,ca,6095780
Ontario,941,948,49.2501,-84.4998,ca,6093943
Ontarians,1185,1194,49.2501,-84.4998,ca,6093943
Woodstock,1540,1549,43.1334,-80.7497,ca,6184365
Ontario,1682,1689,49.2501,-84.4998,ca,6093943
Ontario,1871,1878,49.2501,-84.4998,ca,6093943
Ontarians,2564,2573,49.2501,-84.4998,ca,6093943
Oxford,3547,3553,43.1334,-80.833,ca,6095780
Tillsonburg,3743,3754,42.8501,-80.733,ca,6166580
Woodstock,4046,4055,43.1334,-80.7497,ca,6184365
Oxford,4994,5000,43.1334,-80.833,ca,6095780
Woodstock,5007,5016,43.1334,-80.7497,ca,6184365
Oxford,5409,5415,43.1334,-80.833,ca,6095780
Ontarians,5588,5597,49.2501,-84.4998,ca,6093943
Ontario,5929,5936,49.2501,-84.4998,ca,6093943
Ontario,6427,6434,49.2501,-84.4998,ca,6093943
