location,start,end,lat,long,country,geo_id
Decatur,0,7,33.7748,-84.2963,us,4191124
Avondale Estates,9,25,33.7715,-84.2671,us,4180638
Decatur,113,120,33.7748,-84.2963,us,4191124
Avondale Estates,125,141,33.7715,-84.2671,us,4180638
DeKalb County,242,255,33.7504,-84.2333,us,4191014
Decatur,527,534,33.7748,-84.2963,us,4191124
Decatur,941,948,33.7748,-84.2963,us,4191124
Avondale,959,967,33.7715,-84.2671,us,4180638
Decatur,1039,1046,33.7748,-84.2963,us,4191124
Avondale,1233,1241,33.7715,-84.2671,us,4180638
Avondale,1444,1452,33.7715,-84.2671,us,4180638
Avondale,1642,1650,33.7715,-84.2671,us,4180638
Avondale,1715,1723,33.7715,-84.2671,us,4180638
