location,start,end,lat,long,country,geo_id
Mahnomen,69,77,47.3152,-95.9687,us,5036278
Twin Lakes,139,149,43.5597,-93.423,us,5050760
Perham,195,201,46.5944,-95.5725,us,5041188
Otter Tail County,207,224,46.4,-95.7003,us,5040515
Pelican Rapids,255,269,46.5708,-96.0831,us,5041072
Star Lake,289,298,46.5308,-95.8064,us,5048578
Douglas County,453,467,45.9333,-95.4503,us,5024544
Kent,755,759,46.4363,-96.6848,us,5033080
Minnesota,833,842,46.2502,-94.2506,us,5037779
Minnesota,880,889,46.2502,-94.2506,us,5037779
Becker,1057,1063,46.95,-95.6836,us,5017670
Clay,1065,1069,46.8833,-96.4837,us,5021444
Douglas,1071,1078,45.9333,-95.4503,us,5024544
Grant,1080,1085,45.9333,-96.0009,us,5028615
Mahnomen,1087,1095,47.3333,-95.817,us,5036279
Otter Tail,1097,1107,46.4,-95.7003,us,5040515
Swift,1109,1114,45.2666,-95.667,us,5049534
Wilkin,1119,1125,46.2505,-96.467,us,5052862
