location,start,end,lat,long,country,geo_id
Texas,265,270,31.2504,-99.2506,us,4736286
Mount Pleasant,401,415,33.1568,-94.9683,us,4712933
Canada,509,515,60,-96,ca,6251999
Sault Ste. Marie,518,534,46.5168,-84.3333,ca,6141439
Ontario,536,543,49.2501,-84.4998,ca,6093943
Michigan,605,613,44.2503,-85.5003,us,5001836
Houston,648,655,29.7633,-95.3633,us,4699066
Texas,732,737,31.2504,-99.2506,us,4736286
Canadian,800,808,60,-96,ca,6251999
Toronto,1092,1099,43.7001,-79.4163,ca,6167865
Montreal,1154,1162,45.5168,-73.6492,ca,6077243
Canada,1309,1315,60,-96,ca,6251999
Mount Pleasant,1803,1817,33.1568,-94.9683,us,4712933
Sulphur Springs,1880,1895,33.1384,-95.6011,us,4734909
Greenville,1897,1907,33.1385,-96.1108,us,4695066
Dallas,1922,1928,32.7831,-96.8067,us,4684888
Texas,2378,2383,31.2504,-99.2506,us,4736286
Texas,2453,2458,31.2504,-99.2506,us,4736286
