location,start,end,lat,long,country,geo_id
Alexandria,49,59,38.8048,-77.0469,us,4744091
Alexandria,545,555,38.8048,-77.0469,us,4744091
Alexandria,1147,1157,38.8048,-77.0469,us,4744091
Virginia,1368,1376,37.5481,-77.4467,us,6254928
Virginia,1530,1538,37.5481,-77.4467,us,6254928
Virginia,1740,1748,37.5481,-77.4467,us,6254928
Alexandria,1914,1924,38.8048,-77.0469,us,4744091
Alexandria,2570,2580,38.8048,-77.0469,us,4744091
Alexandria,2795,2805,38.8048,-77.0469,us,4744091
Alexandria,2894,2904,38.8048,-77.0469,us,4744091
Virginia,3173,3181,37.5481,-77.4467,us,6254928
Alexandria,3391,3401,38.8048,-77.0469,us,4744091
