location,start,end,lat,long,country,geo_id
California,112,122,37.2502,-119.751,us,5332921
Golden Gate,236,247,37.8152,-122.48,us,5352838
Farallon Islands,315,331,37.7333,-123.034,us,5347698
California,1241,1251,37.2502,-119.751,us,5332921
California,1459,1469,37.2502,-119.751,us,5332921
Sacramento River,1493,1509,38.0633,-121.853,us,5389630
Puget Sound,1891,1902,47.8332,-122.435,us,5807517
California,2284,2294,37.2502,-119.751,us,5332921
Santa Cruz,2775,2785,36.9741,-122.031,us,5393052
Golden Gate,2955,2966,37.8152,-122.48,us,5352838
Farallon Islands,3313,3329,37.7333,-123.034,us,5347698
California,4114,4124,37.2502,-119.751,us,5332921
Millbrae,4271,4279,37.5985,-122.387,us,5373129
