location,start,end,lat,long,country,geo_id
Oakland,0,7,37.8044,-122.271,us,5378538
SAN FRANCISCO,59,72,37.7749,-122.419,us,5391959
Oakland,84,91,37.8044,-122.271,us,5378538
Alameda County,324,338,37.5999,-121.884,us,5322745
Concord,371,378,37.978,-122.031,us,5339111
Oakland,1061,1068,37.8044,-122.271,us,5378538
Oakland,1245,1252,37.8044,-122.271,us,5378538
Oakland,1495,1502,37.8044,-122.271,us,5378538
California,1654,1664,37.2502,-119.751,us,5332921
San Francisco,1943,1956,37.7749,-122.419,us,5391959
Oakland,2348,2355,37.8044,-122.271,us,5378538
Oakland,2361,2368,37.8044,-122.271,us,5378538
California,2584,2594,37.2502,-119.751,us,5332921
Oakland,2805,2812,37.8044,-122.271,us,5378538
California,3621,3631,37.2502,-119.751,us,5332921
San Francisco,3851,3864,37.7749,-122.419,us,5391959
Oakland,3886,3893,37.8044,-122.271,us,5378538
Oakland,3963,3970,37.8044,-122.271,us,5378538
Oakland,3992,3999,37.8044,-122.271,us,5378538
