location,start,end,lat,long,country,geo_id
Kanawha County,801,815,38.3334,-81.5665,us,4810630
West Virginia,983,996,38.5004,-80.5001,us,4826850
California,1333,1343,37.2502,-119.751,us,5332921
Massachusetts,1383,1396,42.3656,-71.1083,us,6254926
Braxton,1843,1850,38.7168,-80.6998,us,4800020
Hardy,2184,2189,39.0168,-78.8164,us,4808124
Raleigh,2205,2212,37.7501,-81.2498,us,4819310
Berkeley,2233,2241,39.4501,-78.0331,us,4798686
Raleigh,2259,2266,37.7568,-81.1743,us,4047120
McDowell,2286,2294,37.3668,-81.6498,us,4814188
West Virginia,2369,2382,38.5004,-80.5001,us,4826850
Kanawha,2437,2444,38.3334,-81.5665,us,4810630
Monongalia,2514,2524,39.6501,-80.0331,us,4815207
