location,start,end,lat,long,country,geo_id
Canadians,128,137,60,-96,ca,6251999
Canadians,352,361,60,-96,ca,6251999
Canada,1095,1101,60,-96,ca,6251999
Toronto,1336,1343,43.7001,-79.4163,ca,6167865
Canada,1731,1737,60,-96,ca,6251999
Toronto,2959,2966,43.7001,-79.4163,ca,6167865
Tokyo,3040,3045,35.685,139.751,jp,1850147
London,3103,3109,51.5084,-0.125533,gb,2643743
Toronto,3139,3146,43.7001,-79.4163,ca,6167865
Canada,3245,3251,60,-96,ca,6251999
U.S.,3353,3357,39.76,-98.5,us,6252001
China,3362,3367,35,105,cn,1814991
