location,start,end,lat,long,country,geo_id
Alexandria,86,96,38.8048,-77.0469,us,4744091
Washington,1366,1376,38.8951,-77.0364,us,4140963
D.C.,1378,1382,38.9171,-77.0003,us,4138106
New York City,1482,1495,40.7143,-74.006,us,5128581
Alexandria,1786,1796,38.8048,-77.0469,us,4744091
D.C.,2856,2860,38.9171,-77.0003,us,4138106
D.C.,2951,2955,38.9171,-77.0003,us,4138106
D.C.,3280,3284,38.9171,-77.0003,us,4138106
Alexandria,3491,3501,38.8048,-77.0469,us,4744091
Alexandria,4075,4085,38.8048,-77.0469,us,4744091
