location,start,end,lat,long,country,geo_id
Kish River,14,24,42.1861,-89.1312,us,4898651
Kishwaukee River,70,86,42.1861,-89.1312,us,4898651
Wisconsin,122,131,44.5002,-90.0004,us,5279468
DeKalb,163,169,41.9295,-88.7504,us,4889553
Hopkins Park,263,275,41.9467,-88.7373,us,4896454
DeKalb,279,285,41.9295,-88.7504,us,4889553
DeKalb County,336,349,33.7504,-84.2333,us,4191014
West Allis,441,451,43.0167,-88.007,us,5278420
Wis.,453,457,44.5002,-90.0004,us,5279468
Hopkins Park,773,785,41.9467,-88.7373,us,4896454
DeKalb,1069,1075,41.9295,-88.7504,us,4889553
DeKalb,2144,2150,41.9295,-88.7504,us,4889553
DeKalb,2638,2644,41.9295,-88.7504,us,4889553
