location,start,end,lat,long,country,geo_id
West Chester,0,12,40.2337,-81.3443,us,5176205
Butler County,30,43,39.4501,-84.5666,us,4507568
HAMILTON,45,53,39.3995,-84.5613,us,4513575
West Chester Twp.,127,144,39.3331,-84.3883,us,4527979
Butler County,187,200,39.4501,-84.5666,us,4507568
Lima,288,292,40.7425,-84.1052,us,5160783
Middletown,330,340,39.5151,-84.3983,us,4518264
Cincinnati,575,585,39.162,-84.4569,us,4508722
Ohio,678,682,40.2503,-83.0002,us,5165418
Mansfield,692,701,40.7584,-82.5154,us,5161723
Mansfield,717,726,40.7584,-82.5154,us,5161723
America,764,771,39.76,-98.5,us,6252001
Oxford,1116,1122,39.507,-84.7452,us,4520760
Elida,1169,1174,40.7887,-84.2038,us,5153068
Rockford,1219,1227,40.6878,-84.6466,us,5168450
Butler,1321,1327,39.4501,-84.5666,us,4507568
Clark,1329,1334,39.9167,-83.7666,us,4508810
Hamilton,1336,1344,39.1834,-84.5333,us,4513583
Madison,1346,1353,39.8667,-83.4333,us,4517365
Montgomery,1355,1365,39.7503,-84.2999,us,4518598
Preble,1367,1373,39.7503,-84.6333,us,4521907
Warren,1377,1383,39.4334,-84.1666,us,4527624
