location,start,end,lat,long,country,geo_id
Henderson,0,9,36.0397,-114.982,us,5505411
Boulder City,11,23,35.9786,-114.832,us,5500539
Boulder City,60,72,35.9786,-114.832,us,5500539
Henderson,414,423,36.0397,-114.982,us,5505411
Henderson,514,523,36.0397,-114.982,us,5505411
Boulder City,699,711,35.9786,-114.832,us,5500539
Boulder City,795,807,35.9786,-114.832,us,5500539
U.S.,915,919,39.76,-98.5,us,6252001
Boulder City,1177,1189,35.9786,-114.832,us,5500539
Boulder City,1221,1233,35.9786,-114.832,us,5500539
Henderson,1238,1247,36.0397,-114.982,us,5505411
Henderson,1461,1470,36.0397,-114.982,us,5505411
Henderson,1497,1506,36.0397,-114.982,us,5505411
