location,start,end,lat,long,country,geo_id
Russian,190,197,60,100,ru,2017370
U.S.,325,329,39.76,-98.5,us,6252001
Washington,351,361,38.8951,-77.0364,us,4140963
Virginia,446,454,37.5481,-77.4467,us,6254928
Maryland,456,464,39.0004,-76.75,us,4361885
North Carolina,469,483,35.5007,-80.0003,us,4482348
Russian,604,611,60,100,ru,2017370
California,1326,1336,37.2502,-119.751,us,5332921
Virginia,1874,1882,37.5481,-77.4467,us,6254928
Virginia,2755,2763,37.5481,-77.4467,us,6254928
Richmond,2869,2877,37.5538,-77.4603,us,4781708
