location,start,end,lat,long,country,geo_id
Syria,1,6,35,38,sy,163843
Cyprus,18,24,35,33,cy,146669
Iranian,30,37,32,53,ir,130758
EU,54,56,50.8386,4.37599,,6695072
Syria,61,66,35,38,sy,163843
Iran,162,166,32,53,ir,130758
Palestinian,170,181,31.9216,35.2033,ps,6254930
Gaza,196,200,31.5,34.4667,ps,281133
European,202,210,48.691,9.14062,,6255148
Cypriot,241,248,35,33,cy,146669
Iranian,257,264,32,53,ir,130758
Cypriot,303,310,35,33,cy,146669
Limassol,319,327,34.7833,32.9167,cy,146383
US,343,345,39.76,-98.5,us,6252001
Syria,427,432,35,38,sy,163843
Port Said,461,470,31.2806,32.3075,eg,358619
Egypt,472,477,27,30,eg,357994
Cyprus,512,518,35,33,cy,146669
Cypriot,551,558,35,33,cy,146669
Cypriot,646,653,35,33,cy,146669
Iranian,700,707,32,53,ir,130758
Cyprus,859,865,35,33,cy,146669
Syrians,888,895,35,38,sy,163843
Syrian,941,947,35,38,sy,163843
Latakia,956,963,35.5167,35.7833,sy,173576
Cypriot,969,976,35,33,cy,146669
Syrian,1120,1126,35,38,sy,163843
Cypriot,1149,1156,35,33,cy,146669
Cyprus,1164,1170,35,33,cy,146669
Syria,1241,1246,35,38,sy,163843
Greek,1304,1309,39,22,gr,390903
Europe,1352,1358,48.691,9.14062,,6255148
European Union,1374,1388,50.8386,4.37599,,6695072
