location,start,end,lat,long,country,geo_id
Fargo,47,52,46.8772,-96.7898,us,5059163
Alexandria,80,90,45.8852,-95.3775,us,5016108
Alexandria,153,163,45.8852,-95.3775,us,5016108
Red River,264,273,46.6488,-92.2363,us,5042747
Fargo,305,310,46.8772,-96.7898,us,5059163
Moorhead,311,319,46.8739,-96.7676,us,5038108
Red River,533,542,46.6488,-92.2363,us,5042747
Fargo,552,557,46.8772,-96.7898,us,5059163
Nebraska,665,673,41.5003,-99.7507,us,5073708
Fargo,814,819,46.8772,-96.7898,us,5059163
Fargo,875,880,46.8772,-96.7898,us,5059163
Iraq,997,1001,33,44,iq,99237
Afghanistan,1006,1017,33,65,af,1149361
North Dakota,1607,1619,47.5003,-100.001,us,5690763
Oakport Township,1780,1796,46.9416,-96.7256,us,5040008
Moorhead,1806,1814,46.8739,-96.7676,us,5038108
Red River,1904,1913,46.6488,-92.2363,us,5042747
Minnesota,2051,2060,46.2502,-94.2506,us,5037779
Oakport,2094,2101,46.9319,-96.779,us,5040007
Moorhead,2106,2114,46.8739,-96.7676,us,5038108
Minnesota,2174,2183,46.2502,-94.2506,us,5037779
Fargo,2409,2414,46.8772,-96.7898,us,5059163
Fargo,2570,2575,46.8772,-96.7898,us,5059163
Red River,2700,2709,46.6488,-92.2363,us,5042747
Fargo,3270,3275,46.8772,-96.7898,us,5059163
Fargo,3370,3375,46.8772,-96.7898,us,5059163
Fargo,3432,3437,46.8772,-96.7898,us,5059163
Fargo,3545,3550,46.8772,-96.7898,us,5059163
