location,start,end,lat,long,country,geo_id
Elkhart,63,70,31.6252,-95.5794,us,4688795
Anderson County,190,205,31.8168,-95.6669,us,4670756
Elkhart,251,258,31.6252,-95.5794,us,4688795
Anderson County,382,397,31.8168,-95.6669,us,4670756
Anderson County,457,472,31.8168,-95.6669,us,4670756
Anderson County,605,620,31.8168,-95.6669,us,4670756
Tennessee Colony,1116,1132,31.8354,-95.8389,us,4735995
Mexican,1452,1459,23,-102,mx,3996063
Palestine,1571,1580,31.7621,-95.6308,us,4717232
Palestine,1641,1650,31.7621,-95.6308,us,4717232
Palestine,1715,1724,31.7621,-95.6308,us,4717232
Palestine,1794,1803,31.7621,-95.6308,us,4717232
Palestine,1869,1878,31.7621,-95.6308,us,4717232
Grapeland,1950,1959,31.4918,-95.4786,us,4694562
Tennessee Colony,2031,2047,31.8354,-95.8389,us,4735995
