location,start,end,lat,long,country,geo_id
Richmond,108,116,37.5538,-77.4603,us,4781708
Charles City County,274,293,37.3668,-77.0664,us,4752002
Richmond,464,472,37.5538,-77.4603,us,4781708
Virginia,738,746,37.5481,-77.4467,us,6254928
Charles City,787,799,37.3435,-77.073,us,4752001
James River,902,913,36.9415,-76.4436,us,4766473
Richmond,958,966,37.5538,-77.4603,us,4781708
Charles City,1173,1185,37.3435,-77.073,us,4752001
Charles City,2094,2106,37.3435,-77.073,us,4752001
Richmond,2135,2143,37.5538,-77.4603,us,4781708
Charles City,2514,2526,37.3435,-77.073,us,4752001
Richmond,2630,2638,37.5538,-77.4603,us,4781708
