location,start,end,lat,long,country,geo_id
Sudan,12,17,15,30,sd,366755
Egypt,76,81,27,30,eg,357994
Sudan,122,127,15,30,sd,366755
Egypt,138,143,27,30,eg,357994
Egypt,166,171,27,30,eg,357994
Sudan,176,181,15,30,sd,366755
Darfur,276,282,13,25,sd,376731
Egypt,306,311,27,30,eg,357994
Sudan,316,321,15,30,sd,366755
Sudan,341,346,15,30,sd,366755
Egypt,411,416,27,30,eg,357994
Egypt,499,504,27,30,eg,357994
Sudanese,599,607,15,30,sd,366755
Cairo,628,633,30.05,31.25,eg,360630
Sudan,725,730,15,30,sd,366755
Chinese,807,814,35,105,cn,1814991
Egypt,871,876,27,30,eg,357994
Sudan,926,931,15,30,sd,366755
Africa,986,992,7.1881,21.0938,,6255146
Sudan,1114,1119,15,30,sd,366755
African,1124,1131,7.1881,21.0938,,6255146
Darfur,1173,1179,13,25,sd,376731
Egyptian,1242,1250,27,30,eg,357994
Darfur,1285,1291,13,25,sd,376731
Darfur,1313,1319,13,25,sd,376731
Egyptian,1360,1368,27,30,eg,357994
Sudan,1449,1454,15,30,sd,366755
Egypt,1472,1477,27,30,eg,357994
Darfur,1543,1549,13,25,sd,376731
Sudanese,1603,1611,15,30,sd,366755
Sudanese,1667,1675,15,30,sd,366755
Egypt,1728,1733,27,30,eg,357994
Egypt,1741,1746,27,30,eg,357994
Sudan,1811,1816,15,30,sd,366755
Egypt,1839,1844,27,30,eg,357994
Sudan,1887,1892,15,30,sd,366755
Egypt,1924,1929,27,30,eg,357994
Sudanese,2032,2040,15,30,sd,366755
Sudan,2085,2090,15,30,sd,366755
Egypt,2095,2100,27,30,eg,357994
Sudan,2130,2135,15,30,sd,366755
Egypt,2292,2297,27,30,eg,357994
Sudan,2318,2323,15,30,sd,366755
Sudanese,2343,2351,15,30,sd,366755
Sudan,2368,2373,15,30,sd,366755
Sudan,2535,2540,15,30,sd,366755
Egyptian,2546,2554,27,30,eg,357994
Sudanese,2594,2602,15,30,sd,366755
Sudanese,2685,2693,15,30,sd,366755
Sudanese,2762,2770,15,30,sd,366755
Egypt,2873,2878,27,30,eg,357994
Sudan,2883,2888,15,30,sd,366755
Egypt,2913,2918,27,30,eg,357994
Sudan,2984,2989,15,30,sd,366755
Sudanese,3142,3150,15,30,sd,366755
Egypt,3200,3205,27,30,eg,357994
Sudan,3432,3437,15,30,sd,366755
Egypt,3454,3459,27,30,eg,357994
Sudan,3492,3497,15,30,sd,366755
Egypt,3541,3546,27,30,eg,357994
Sudan,3648,3653,15,30,sd,366755
Egypt,3679,3684,27,30,eg,357994
Sudanese,3738,3746,15,30,sd,366755
Sudan,3798,3803,15,30,sd,366755
Sudanese,3979,3987,15,30,sd,366755
Khartoum,3996,4004,15.5881,32.5342,sd,379252
Egyptian,4129,4137,27,30,eg,357994
Egypt,4183,4188,27,30,eg,357994
Sudan,4207,4212,15,30,sd,366755
Sudan,4381,4386,15,30,sd,366755
Egypt,4422,4427,27,30,eg,357994
Sudan,4504,4509,15,30,sd,366755
Egypt,4567,4572,27,30,eg,357994
Sudan,4627,4632,15,30,sd,366755
Sudanese,4703,4711,15,30,sd,366755
Sudanese,4748,4756,15,30,sd,366755
Sudan,4871,4876,15,30,sd,366755
Alexandria,4978,4988,31.1981,29.9192,eg,361058
Sudanese,5005,5013,15,30,sd,366755
Darfur,5025,5031,13,25,sd,376731
