location,start,end,lat,long,country,geo_id
U.S.,80,84,39.76,-98.5,us,6252001
Catawba River,104,117,34.4668,-80.889,us,4573818
York County,658,669,34.9835,-81.1831,us,4601709
U.S.,938,942,39.76,-98.5,us,6252001
Catawba River,962,975,34.4668,-80.889,us,4573818
Rock Hill,1196,1205,34.9249,-81.0251,us,4593142
Fort Mill,1207,1216,35.0074,-80.9451,us,4578977
York County,1221,1232,34.9835,-81.1831,us,4601709
Catawba River,1498,1511,34.4668,-80.889,us,4573818
York County,1558,1569,34.9835,-81.1831,us,4601709
Charlotte,1898,1907,35.2271,-80.8431,us,4460243
Huntersville,1976,1988,35.4107,-80.8428,us,4472370
N.C.,1990,1994,35.5007,-80.0003,us,4482348
Rock Hill,2195,2204,34.9249,-81.0251,us,4593142
S.C.,2347,2351,34.0004,-81.0001,us,4597040
S.C.,2403,2407,34.0004,-81.0001,us,4597040
S.C.,2418,2422,34.0004,-81.0001,us,4597040
Rock Hill,3421,3430,34.9249,-81.0251,us,4593142
Rock Hill,3771,3780,34.9249,-81.0251,us,4593142
S.C.,4040,4044,34.0004,-81.0001,us,4597040
Rock Hill,4136,4145,34.9249,-81.0251,us,4593142
