location,start,end,lat,long,country,geo_id
Cass County,24,35,38.65,-94.3669,us,4380266
Cass County,229,240,38.65,-94.3669,us,4380266
Kansas City,1390,1401,39.1142,-94.6275,us,4273837
Kan.,1403,1407,38.5003,-98.5006,us,4273857
Kansas City,1472,1483,39.1142,-94.6275,us,4273837
Kan.,1485,1489,38.5003,-98.5006,us,4273857
Wyandotte County,1513,1529,39.1167,-94.7169,us,4282035
Kansas City,1761,1772,39.1142,-94.6275,us,4273837
Kan.,1774,1778,38.5003,-98.5006,us,4273857
Roanoke Park,1966,1978,39.0633,-94.5994,us,4405855
Kansas City,1982,1993,39.0997,-94.5786,us,4393217
Kansas City,2092,2103,39.1142,-94.6275,us,4273837
Kan.,2105,2109,38.5003,-98.5006,us,4273857
Kansas City,2325,2336,39.1142,-94.6275,us,4273837
Kan.,2338,2342,38.5003,-98.5006,us,4273857
Blue Springs,2431,2443,39.017,-94.2816,us,4377664
Jackson County,2579,2593,39.0167,-94.3502,us,4392183
Blue Springs,2875,2887,39.017,-94.2816,us,4377664
