location,start,end,lat,long,country,geo_id
Montana,0,7,47.0002,-109.751,us,5667009
Montana,106,113,47.0002,-109.751,us,5667009
Laurel County,133,146,37.1334,-84.1333,us,4297480
London,467,473,37.129,-84.0833,us,4298960
Oroville,544,552,39.5138,-121.556,us,5379759
Calif.,554,560,37.2502,-119.751,us,5332921
Montana,565,572,47.0002,-109.751,us,5667009
Oroville,758,766,39.5138,-121.556,us,5379759
Clay County,897,908,37.1668,-83.7505,us,4287883
California,927,937,37.2502,-119.751,us,5332921
Laurel County,973,986,37.1334,-84.1333,us,4297480
Bozeman,1479,1486,45.6797,-111.039,us,5641727
Mont.,1488,1493,47.0002,-109.751,us,5667009
Butte,1520,1525,46.0038,-112.535,us,5642934
Butte,1637,1642,46.0038,-112.535,us,5642934
