location,start,end,lat,long,country,geo_id
Logan,0,5,37.0145,-93.616,us,4395995
Rogersville,6,17,37.117,-93.0557,us,4406271
Logan,55,60,37.0145,-93.616,us,4395995
Rogersville,61,72,37.117,-93.0557,us,4406271
Greene County,251,264,37.2667,-93.3502,us,4388781
Rogersville,332,343,37.117,-93.0557,us,4406271
Springfield,347,358,39.8017,-89.6437,us,4250542
Webster County,403,417,37.2667,-92.8668,us,4413870
Rogersville,446,457,37.117,-93.0557,us,4406271
Rogersville,468,479,37.117,-93.0557,us,4406271
Logan,498,503,37.0145,-93.616,us,4395995
Greene County,546,559,37.2667,-93.3502,us,4388781
Rogersville,695,706,37.117,-93.0557,us,4406271
Logan,811,816,37.0145,-93.616,us,4395995
Rogersville,848,859,37.117,-93.0557,us,4406271
Logan,903,908,37.0145,-93.616,us,4395995
Rogersville,909,920,37.117,-93.0557,us,4406271
Logan,954,959,37.0145,-93.616,us,4395995
